"asc_acc","asc_brk","speed_acc","speed_brk","nodv_acc","nodv_brk","dist_acc","dist_brk","time_acc","time_brk","asc_lc","male_lc","male_acc","male_brk","oldAge_lc","oldAge_acc","oldAge_brk","speed_lc","nodv_lc","dist_lc","time_lc","pos_acc","pos_brk","pos_lc","logLike"
5.12615457188594,8.08159834124274,-1.33608102578231,-1.91340130389149,0.158827297908071,0.042507100355351,0.00364067376657603,0.0257110996445065,-0.239100009176178,-0.769286045456273,-1.68967691353875,-0.450911407193703,-0.112875360387656,0.125097433584459,0.296093341848939,0.242636934348439,-0.0245511964693492,-0.239932128202989,0.0708483592986623,-0.146171234754684,0.900398280767451,0.0106293358428019,-0.103206867856929,2.36288991305751,-13538.2620186988
7.74104689053946,7.99949670733547,-1.92246082506608,-1.90408262289179,0.144463506290778,0.00502911117328815,0.00288394120805569,0.0209274354178449,-0.187562415021603,-0.54138128674011,-2.13943434845438,0.270123684243919,0.0608186463351724,0.184240022763446,0.811820334966824,0.130773941996582,-0.0392274254624403,-0.333382185517151,-0.029647319771344,-0.143781765565879,1.4158081486499,-0.0784876948458953,-0.113644760589188,2.40218162657751,-13466.5158993476
10.0964838681865,7.88904103768616,-2.43990994461732,-1.87731240787167,0.148218114039228,-0.0172494970959603,0.0160495993885458,0.0289282803884972,-0.540283717042635,-0.688375430471212,-2.58234904454569,1.00052072066838,0.160663759280767,0.18759646243189,-0.695079854021618,-0.0210364458616675,-0.123122339546223,-0.315695095290907,0.0495968266257045,-0.150102947699466,1.9333435620635,-0.13239380126029,-0.0814919239168752,2.5937875559178,-13419.8695450206
6.06769637369953,12.1975618620944,-1.57242774649312,-2.8071613996219,0.142238661540149,-0.0470116185649188,-0.00495791886904177,0.0492893739714239,0.0699746702751469,-1.16626551657056,-4.21715085124043,0.620993239310181,0.201148234362825,0.138677767120855,-0.0010542806038184,-0.0801057478065986,-0.11329608562494,-0.140616424696151,0.149904847086495,-0.091114571216998,1.90520789064729,-0.268666389720183,-0.0271060405433356,3.09246641386524,-13287.235828349
6.2145805257463,12.1242760704357,-1.60517670771525,-2.79134756906228,0.142403917622909,-0.0412015062873883,-0.00421528347839007,0.0478577601530956,0.0556222380220353,-1.14339177506635,-4.76398163144314,0.540392615724823,0.195662750509144,0.134197955317294,0.0725166723680882,-0.0756887710561034,-0.111053888007844,-0.031769608864953,0.165213883690089,-0.0101274708413235,-0.147910452996733,-0.271848224069082,-0.0200097152495154,3.05155106854069,-13253.3258059445
9.51146830017273,8.49152833891169,-2.31998843015231,-2.00849026126302,0.147497174508789,0.033500083938025,0.0155302040400937,0.0207369412399576,-0.461466574042566,-0.619520186533687,-6.60619432058374,0.0698261519380893,0.0848173656926027,0.140484479546809,0.360942983938044,0.0452940775519868,-0.0897461605679178,0.403295365622657,0.130766535404566,-0.00320986778866654,0.37568061154563,-0.191978047793642,-0.0208796466735783,2.30345153973791,-13186.1859488447
6.57350255921605,7.78041841590044,-1.68257535879456,-1.85771392436154,0.150182889424115,0.0181891641931064,0.00313362625069497,0.0222603248441935,-0.129010844694567,-0.650498894472775,-6.3201649849371,0.434115863742048,0.0714128393213544,0.180772605952298,-0.0595100800133051,0.085035244016889,-0.0956126640272746,0.361176250121798,0.375352131828772,-0.0436869752417772,0.514758568044795,-0.15299377793513,-0.0765148425331549,2.19710394090481,-13174.2113651616
5.0806574642574,8.79225575040884,-1.35886776741615,-2.07557708963998,0.146455715735092,-0.0155265231542274,-0.00477513152871631,0.0319389960792502,0.0733493726001573,-0.825727277791234,-6.92388153023371,0.634623954554539,0.108216380237072,0.184477848177635,-0.220172372912908,0.0511749447134705,-0.10060204969765,0.476950389583138,0.258542031598396,-0.006044193132365,-0.0704108724801848,-0.169655697811658,-0.0922729864151386,2.54446075097842,-13149.2995406477
6.05666559477435,8.61173776398912,-1.56868220112268,-2.03352730755094,0.147058512750892,-0.00249984046574506,0.000905779727566482,0.0285221634133692,-0.0771562280508072,-0.76442603861721,-7.12802973943156,0.393104974790585,0.100050847005802,0.16222267004234,-0.0503168659260366,0.0475421099562324,-0.0956857362993384,0.589279644554113,0.1258928438652,-0.0164575799238533,0.407845741782333,-0.161614024149056,-0.0669592442885315,2.29133068381462,-13133.6062984475
6.56993269098073,8.30639127506106,-1.67924080953654,-1.96789500354641,0.145869379152589,0.00627351921212369,0.00341603963036125,0.0258996747131667,-0.141006615662399,-0.714508211494762,-7.3762756977702,0.343498153239385,0.0905305732293291,0.163204568356333,-0.0369998743745739,0.0586395499130326,-0.0933711676978441,0.676332344926732,0.157426873356334,-0.0222623290661635,0.53381895809269,-0.16233531135738,-0.0645109951592274,2.17630870852127,-13128.5119085611
6.37239049373436,8.27823478760772,-1.63488855578257,-1.96191468763217,0.14598128215445,0.00557891258454174,0.00301055558369631,0.0262370125951099,-0.130355926062562,-0.724041752279763,-7.21587970699816,0.310007672205911,0.091994367194384,0.164690750995958,-0.0402664424818841,0.0558109856667966,-0.0938945122080778,0.704409819065066,0.106507803941821,-0.0221591683726638,0.502748709427014,-0.15956151555448,-0.066020126200831,2.01963780853045,-13125.2657889683
6.27473294662501,8.4089421501009,-1.61313529443141,-1.98998754634974,0.146323018601623,0.00321841195148945,0.00224826006222904,0.0270321223252179,-0.113226982841398,-0.740310210169953,-6.69555738906148,0.30282768471979,0.0952700222130168,0.164092737538599,-0.0366473877524664,0.051734362495308,-0.0944447625618755,0.604228357552342,0.109606175153132,-0.0220578982292869,0.468201311525387,-0.160904059284384,-0.0652799540587566,2.02631360968261,-13124.6167624074
6.23923481904629,8.47592298197343,-1.60541991369263,-2.00450591595535,0.146428883569006,0.00184251548347284,0.00204995063772715,0.027485240161409,-0.108448194958639,-0.749447611137205,-6.1253630263535,0.313119529906364,0.09717157094559,0.16470041466028,-0.0452693565458066,0.0497068091713411,-0.095174881616591,0.480405089581208,0.107471538514323,-0.0188669145068477,0.379922309427049,-0.161042492664314,-0.0656505976338737,2.02868994379781,-13124.4271307647
6.27514787562025,8.52362687529538,-1.61332006932394,-2.01489517745689,0.146293530852573,0.00146532537636062,0.00215611916026829,0.0276997367391608,-0.11135572971671,-0.754653749539481,-5.27508642289581,0.317646499271998,0.0979581624665887,0.165273970762164,-0.0500675239092464,0.0491449595836608,-0.095587803380516,0.29594084215562,0.104916589282005,-0.0159330916400519,0.298463747666093,-0.160809079491103,-0.065409113258899,2.02634435458087,-13124.2856102466
6.31227637063659,8.51332829661558,-1.62148707799997,-2.01268220380805,0.14627251669525,0.0020209517157117,0.00235324202674519,0.0275693154104453,-0.116275676838952,-0.752604660407209,-4.96470274518987,0.319290724682952,0.0973361680199467,0.165263789917331,-0.0517992359038551,0.0498965551102077,-0.0954583717738035,0.227771689145252,0.104441624849301,-0.0139663762020757,0.250462081852008,-0.160441363536308,-0.0650426185381288,2.0215862859143,-13124.2576673185
6.32632496437371,8.50366295527446,-1.62455549485848,-2.01060878479483,0.146250461155891,0.00235148298257044,0.00243149172309472,0.0274946506709318,-0.118199344836078,-0.751385004292604,-4.9386648109468,0.318237109587688,0.0970269468994699,0.16524813551149,-0.0514735960620932,0.0502540377459282,-0.0953728732877683,0.222264595402121,0.104194295469278,-0.0144243630198728,0.261105687634056,-0.160230816143263,-0.0648701842879824,2.01984912170753,-13124.255259084
6.32535969136536,8.5022403100537,-1.62434510355053,-2.0102963194255,0.146248201247952,0.00235867295538286,0.00242621438558366,0.0274858313155108,-0.118067178064405,-0.751157585015787,-4.96227999626034,0.317869531459395,0.0969763327364001,0.165213239985336,-0.0510738456792787,0.0503078857007247,-0.0953430478054915,0.227362400721482,0.104160212140915,-0.0143742354366343,0.261275767153659,-0.160261647179388,-0.0648954209878485,2.01999566536685,-13124.2549215423
6.32475368712347,8.5020607196789,-1.62421255229183,-2.01025598309558,0.146252015802673,0.00235369350434076,0.0024251624014327,0.0274858469448634,-0.118043482044434,-0.751151647920463,-4.96388829097434,0.318106266193761,0.0969753666829378,0.165210438858009,-0.0512204703376671,0.0503044619029916,-0.0953438037260005,0.22768573666668,0.104268099728871,-0.0143564014161669,0.260460304135465,-0.160257834794763,-0.0648998129617224,2.01997732238202,-13124.2549128836
6.32475368712347,8.5020607196789,-1.62421255229183,-2.01025598309558,0.146252015802673,0.00235369350434076,0.0024251624014327,0.0274858469448634,-0.118043482044434,-0.751151647920463,-4.96388829097434,0.318106266193761,0.0969753666829378,0.165210438858009,-0.0512204703376671,0.0503044619029916,-0.0953438037260005,0.22768573666668,0.104268099728871,-0.0143564014161669,0.260460304135465,-0.160257834794763,-0.0648998129617224,2.01997732238202,-13124.2549128836
6.32475368712347,8.5020607196789,-1.62421255229183,-2.01025598309558,0.146252015802673,0.00235369350434076,0.0024251624014327,0.0274858469448634,-0.118043482044434,-0.751151647920463,-4.96388829097434,0.318106266193761,0.0969753666829378,0.165210438858009,-0.0512204703376671,0.0503044619029916,-0.0953438037260005,0.22768573666668,0.104268099728871,-0.0143564014161669,0.260460304135465,-0.160257834794763,-0.0648998129617224,2.01997732238202,-13124.2549128836
6.3247538935815,8.50206069109433,-1.62421249333568,-2.01025598646554,0.146252015999493,0.00235369350436268,0.00242516240183925,0.0274858469966997,-0.118043481997162,-0.751151649200665,-4.96388819594896,0.318106265787886,0.096975366733966,0.16521043890263,-0.0512204703276495,0.0503044619029916,-0.095343803735768,0.227685737264658,0.104268099628851,-0.0143564013130139,0.260460306009338,-0.160257834830584,-0.0648998129632335,2.01997734834328,-13124.2549128827
