"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_acc",6.20335837247747,0.735086930365084,8.43894526786995,1.3649866267772,4.54462941305433
"asc_brk",8.35469090906907,0.660897761433337,12.6414271565236,2.23348937137344,3.7406450266345
"speed_acc",-1.5760050587653,0.160594812316236,-9.81354899348739,0.298853282425195,-5.27350760873701
"speed_brk",-1.95664663320996,0.144536282433744,-13.5374080491305,0.489361206539143,-3.99836890841378
"nodv_acc",0.141881457324177,0.0218288103696435,6.49973383439556,0.035522176243578,3.99416568262275
"nodv_brk",0.00328378708540783,0.0209696361987004,0.156597236799528,0.0319092923910675,0.10291005658048
"dist_acc",0.00225636532684361,0.00482437898721965,0.467700678744558,0.00433897355378979,0.520022834633973
"dist_brk",0.0279674589565751,0.00423810927506056,6.59904149266548,0.00768061117823162,3.64130644132077
"time_acc",-0.117977792532539,0.130877010668914,-0.901440153083822,0.104687781164379,-1.12694902136947
"time_brk",-0.771270784356162,0.120249343075872,-6.41392929580933,0.222676482657478,-3.46363825740203
"asc_llc",-2.12651108962234,3.04465508956902,-0.698440718920104,2.42007864619656,-0.878695034545429
"asc_rlc",-9.0852982845828,2.82452583285226,-3.21657468269932,2.33625448389153,-3.8888307533387
"speed_llc",-0.442931360975519,0.660317845154814,-0.670785083616318,0.518326155593136,-0.854541790330181
"speed_rlc",0.916211209796958,0.607747365818273,1.50755274531444,0.459785868882286,1.9926911021085
"nodv_llc",0.257195729425077,0.0820628111591897,3.13413257225804,0.0751081997336149,3.42433622876422
"nodv_rlc",-0.0210125692993245,0.0853717218321569,-0.246130321005307,0.0861785438499043,-0.243825996131029
"dist_llc",0.00616317598309571,0.0212137359772715,0.29052760860694,0.016491623955378,0.373715529760542
"dist_rlc",-0.0335750345922303,0.0199127547054056,-1.68610697459734,0.0206310290090953,-1.62740474929431
"time_llc",-0.326596139923409,0.595792653996505,-0.548170806962191,0.500730399780668,-0.652239488687857
"time_rlc",0.792908660897269,0.53134860908793,1.49225696150464,0.541734856787997,1.46364711622676
"pos_acc",-0.155333275805882,0.0665548658188186,-2.33391313910456,0.0992190616749171,-1.5655588067827
"pos_brk",-0.0529013259576675,0.060552612785347,-0.873642333902212,0.0985823630942562,-0.536620591120216
"pos_llc",-0.590946733308012,0.279142613369403,-2.11700652284854,0.318042057570091,-1.85807731789616
"pos_rlc",3.16880176767954,0.15089652261407,20.9998329503192,0.662457196588335,4.78340605853317
