"asc_acc","asc_brk","speed_acc","speed_brk","nodv_acc","nodv_brk","dist_acc","dist_brk","time_acc","time_brk","asc_lc","speed_lc","nodv_lc","dist_lc","time_lc","pos_acc","pos_brk","pos_lc","logLike"
7.14616188151293,7.12848454028163,-1.78749846947085,-1.69217400477142,0.142200641839745,0.0211419218915342,0.00637397137506808,0.0262886952540733,-0.20025076280666,-0.732343786134303,-6.55087365846262,0.440983148098371,0.0777871106219107,0.00372871190848532,0.19809570910932,-0.156566328363239,-0.0593919303722577,2.4835899020538,-13176.7530234645
5.84210250130721,8.33339451573715,-1.50108637354037,-1.95188973940139,0.139634072004455,-0.00266992328579161,-0.000452598821445774,0.0277153825782107,-0.0480383079238682,-0.749542706575328,-6.56181985113111,0.479841704180711,0.168367061771023,0.0204563227450744,-0.560241530478633,-0.162070301758799,-0.0627598837912714,2.4318629784693,-13153.7158132005
5.83191504692312,8.82181692280598,-1.49723087507776,-2.05798765296085,0.141322910986192,-0.00281510856505911,0.000360878450750353,0.0290223835266285,-0.0745801777891529,-0.79753699823448,-6.98529199072359,0.621970330622,0.184723088969671,-0.0142045827991863,0.285540397803911,-0.158631741882575,-0.0453186341427209,2.29091137655793,-13140.1697190625
6.09727918638433,8.50771254723319,-1.55332444776018,-1.99007969268923,0.142101078052231,0.00303179562139605,0.00251601462408871,0.0285560143434321,-0.124266850617084,-0.793046744840416,-7.20414432395806,0.745490500515988,0.13069754638736,-0.0282436174979303,0.566574197597779,-0.149560769682228,-0.0450063529422478,2.07346096115253,-13133.8943350723
6.16690749482211,8.29492836815761,-1.56810020354666,-1.94371113452782,0.140749842320207,0.00306503674200683,0.00191802474361143,0.0280974791167147,-0.107405880379017,-0.773479212211701,-7.02472866493773,0.718581443183691,0.131722279316423,-0.0312311252889241,0.641434689757592,-0.153403192576477,-0.0527633644991994,2.09913186607008,-13133.1621549059
6.15368697114095,8.21300205304833,-1.56555151394307,-1.92596766393597,0.141445633966048,0.00357873443850158,0.00200014555075062,0.027599052071863,-0.110198329696785,-0.759434341703063,-6.66063420632259,0.644330806832446,0.120136416963283,-0.0261735731037086,0.525373705555873,-0.148599483292933,-0.0530434340536411,2.06196316802067,-13132.617872361
6.15630423368444,8.2461361769934,-1.5659975677816,-1.93311145719039,0.141800860250825,0.00381974610465889,0.00212960366135219,0.0275669722558259,-0.113762089330514,-0.759775203062947,-5.77344843049695,0.456282436415961,0.101460827938305,-0.015398403179492,0.280566108605988,-0.148618713079724,-0.0504590747592144,2.03410558202747,-13132.1425894482
6.16425674405548,8.3102065515402,-1.56749741165478,-1.94692749850525,0.14143292343001,0.00310514352377868,0.00216727595066926,0.0277850072209595,-0.115433104840226,-0.765929451605447,-5.61369776557586,0.422630392850008,0.100166157383755,-0.0155090005280383,0.283130139863637,-0.148623731738644,-0.0506471820618188,2.03473890854293,-13132.1117338128
6.17809744536337,8.35664588494078,-1.57033285090524,-1.95697843468592,0.141204126971471,0.00277185879926786,0.00221085483570243,0.027987989825002,-0.116752821467634,-0.771971876731245,-5.38279887974557,0.372360617126762,0.102109087478641,-0.0149904187165389,0.265129208186429,-0.149226537766448,-0.050495057084814,2.03732343800997,-13132.0947352064
6.18338587537422,8.35454581045304,-1.57152341873956,-1.95652556458076,0.141228789996797,0.00277853175928842,0.00222281894971388,0.0279649081318157,-0.117083892360929,-0.771189521300426,-5.27245371120801,0.348477530687451,0.101469547140636,-0.0147938551382667,0.258648362082526,-0.149021253405165,-0.0505049975686822,2.03715591563275,-13132.0909484632
6.18688995902213,8.34468133704057,-1.57236322901253,-1.95441406284023,0.141313509567301,0.00296990575231251,0.00224049832245737,0.0279402070258695,-0.117407196146453,-0.770546149384156,-5.2308140838006,0.339237548317577,0.102193242897292,-0.0145839981414185,0.251865356411513,-0.148907561438773,-0.0503410126005003,2.0362125634707,-13132.090104365
6.18597733002152,8.34222865233537,-1.57217335011089,-1.95388091868752,0.141330736695541,0.00298518507056224,0.00223554921494298,0.0279266845724544,-0.11725538920249,-0.770128828291073,-5.23498808873134,0.340164955046983,0.101956878853582,-0.0145925238270254,0.252224071812957,-0.148889588570188,-0.050341134967609,2.03621550772899,-13132.0900787933
6.18597733002152,8.34222865233537,-1.57217335011089,-1.95388091868752,0.141330736695541,0.00298518507056224,0.00223554921494298,0.0279266845724544,-0.11725538920249,-0.770128828291073,-5.23498808873134,0.340164955046983,0.101956878853582,-0.0145925238270254,0.252224071812957,-0.148889588570188,-0.050341134967609,2.03621550772899,-13132.0900787933
6.18597733002152,8.34222865233537,-1.57217335011089,-1.95388091868752,0.141330736695541,0.00298518507056224,0.00223554921494298,0.0279266845724544,-0.11725538920249,-0.770128828291073,-5.23498808873134,0.340164955046983,0.101956878853582,-0.0145925238270254,0.252224071812957,-0.148889588570188,-0.050341134967609,2.03621550772899,-13132.0900787933
6.18597355791489,8.3422256646488,-1.57217449559157,-1.95388162054327,0.141330731772784,0.00298518507000621,0.00223554920926949,0.027926680788181,-0.117255389865895,-0.770128946617472,-5.23498609308261,0.340164995954209,0.101956882250587,-0.0145925231712912,0.252224078390212,-0.148889588518189,-0.0503411349394787,2.0362154260427,-13132.0900787775
