"asc_acc","asc_brk","speed_acc","speed_brk","nodv_acc","nodv_brk","dist_acc","dist_brk","time_acc","time_brk","asc_llc","asc_rlc","oldAge_llc","oldAge_rlc","oldAge_acc","oldAge_brk","speed_llc","speed_rlc","nodv_llc","nodv_rlc","dist_llc","dist_rlc","time_llc","time_rlc","pos_acc","pos_brk","pos_llc","pos_rlc","lambda_1","lambda_2","logLike"
5.42978707739142,7.914254618606,-1.67403662178333,-1.96013591260486,0.174704065041689,-0.00718136742420253,0.015556625637869,0.0125414581765566,-0.417147561266206,-0.676394172540732,-0.349424728130249,-2.95642037652292,0.899939038462959,-2.37447333016388,-0.0307789321926437,-0.147967618801525,-0.703310918182709,0.0795439322023922,0.254884843281774,-0.199525730429455,-0.00476571100880128,-0.0254183527003957,-0.0472953291143839,0.665731050364884,-1.84702361313515,0.802505664275072,-0.274491423212753,1.88484200073558,2.31747549689971,0.771483432561071,-13668.6615159176
5.13658975151654,4.21497077075995,-1.50006345471247,-1.14552674701687,0.0198313731573643,0.0605629487443046,-0.0351257870264696,0.0262837928822645,0.840299135015221,-1.06237143724458,0.447308699827226,-3.32607933102836,0.270360750429999,-2.48579578294796,0.0996032513155654,-0.0561511678606808,-0.818444982960937,0.0331142682813954,0.166114323137148,-0.217466316174602,-0.0262987956869276,0.00660454037901857,0.442693814246795,-0.207714658607576,-0.556450159093702,0.211022023997422,-1.77961805329913,2.23130926903888,2.08456550625423,0.995818747387035,-13504.9667239512
4.99698014403673,3.56023483273478,-1.53707696608209,-1.04999791495673,0.0555562065264007,0.0925121898726168,-0.02693124914179,0.0445191163935996,0.646323617122532,-1.59047725755464,0.584014775097544,-3.43764405604918,0.783117074860911,-1.55086165101438,0.17562138869623,0.141080068421166,-0.915464936984938,0.0377506912820538,0.179260579991231,-0.156644731694804,-0.0312687786816309,0.0215997875222562,0.629475853540198,-0.693289848549806,-0.201125161773694,0.235262419549871,-1.18979152108425,2.09566251463378,2.27188466093192,0.749537678846935,-13471.0866773731
4.97627565249828,3.53949764429485,-1.55687417268028,-1.06375131486581,0.0649777059861363,0.108225013670126,-0.0338923189054734,0.037378379123665,0.870817724331019,-1.38978394687875,0.59799863371188,-3.53632960975333,0.387782890919238,-1.01538759116249,0.227144400207385,0.107285630974539,-0.909932050014195,0.0562075312761762,0.182136441943305,-0.0913228569932854,-0.0246232134733425,0.0394453199913368,0.470087541194922,-1.24869364168575,-0.347095373885431,0.432637942460525,-0.505415596984948,2.02884269953259,2.35078157424971,0.560126139507591,-13442.547814917
4.95643541960954,5.03339954327209,-1.57406112853638,-1.42936074659044,0.149713069297434,0.0351887201698952,-0.0171784436502714,0.0414786984261022,0.442293681107365,-1.43370605850327,0.175808684647794,-3.94805996037967,0.742230853116201,-0.492805973199575,-0.352649007597007,0.572599375955367,-0.954360356183336,-0.0529656506029848,0.343310518291149,0.00574589279482,0.0448750348737731,0.099872410461361,-1.54741078147531,-2.92551555372528,-0.75765753474801,0.634885911378699,-0.149750297978083,2.5393959759545,2.52931824360625,1.11136803093003,-13412.1797976288
4.90789081115118,6.0151721594903,-1.69205751837077,-1.60576423171818,0.245466752672296,-0.0234552209916761,0.00360015966472576,0.0611067951436187,-0.0795515005415417,-1.95918930900369,-0.0320739498677528,-4.12546322581822,0.5438108545975,-0.216160328234606,0.598429224932794,0.00748515138031058,-0.914958816776533,-0.0384957326075433,0.330069356176335,-0.0139495779753672,0.071431109915653,0.105862379225528,-2.26173538500092,-3.07873872535048,-1.16513866996728,0.745731762963017,-0.238878387956832,2.30301630792295,2.67465199092741,1.21263822179327,-13397.6375964303
5.07409865015489,8.73553714126182,-1.82757505276662,-2.21669052546583,0.331275632200562,-0.100173213467911,-0.028789680924096,0.0771465480820107,0.941491260424011,-2.30558834198685,-0.262972144695853,-4.2945473606032,0.0365687146379695,0.485851145501555,0.38950710862877,-0.00608164064905743,-0.864552885122379,-0.0324976123139013,0.271116959003716,-0.0425407984776748,0.0319752781443475,-0.03238343362603,-1.0520250600399,0.812095460200438,-0.778113740092351,0.650918334137883,0.705114419198556,2.38235021675517,2.90696100815918,1.11574015780742,-13321.035298533
4.87627547548502,9.60253584803569,-1.82151956064986,-2.38381086419269,0.39935033657693,-0.198475776259416,-0.00183132731722629,0.0373035113523415,0.192914450661681,-1.11263146750986,-0.162758450384094,-4.67135372021526,0.0948332003333651,0.241875743437675,0.327446775760624,-0.111772650996453,-0.874588063156641,0.0256676372910534,0.141716062426163,-0.0762022606745297,-0.0384023587696357,-0.0141539542740175,1.00645820667872,0.319692061562753,-0.7046206666613,0.393295068333929,0.192036821259836,2.54802633297254,2.99139768236987,1.29070837158049,-13289.797142199
3.56533872047995,9.73432364866,-1.30256821044621,-2.35411261502161,0.280495657675915,-0.10602280826727,-0.0126565542496713,0.0544609875136034,0.237345969586024,-1.49670496297403,-0.538528689776972,-6.29359942059431,-0.321233221924241,-0.443716074733701,0.00607384141516926,-0.27766397481343,-0.741971210225205,0.348890077437577,0.383249007544781,0.00880373683905017,0.0770239956223369,0.0148995172677771,-2.50746923603301,-0.433594367792033,0.37103791941449,-0.445897943374681,-1.0208525629061,3.28192369906899,2.35802038477535,1.0088158500104,-13274.1212743231
3.33996932070371,8.26258510179546,-1.27766842070489,-2.08325659388733,0.253559067098275,-0.085393563094813,-0.018936851974406,0.0446222397976551,0.436042633876895,-1.2618568544286,-0.40296310765096,-6.35592853485264,0.13492298297249,-0.201562375176007,0.199807837119594,-0.0936827892534571,-0.841987078899025,0.31041313722353,0.273940059777487,-0.066274282778061,0.0093171478808601,-0.00734577078277498,-0.549365274686872,0.147778427735095,-0.336367255805794,0.0188097945815071,-0.752604374913533,3.14471175133129,2.52201618068024,1.30628224803469,-13217.8924376636
3.20880659187821,8.75157151532031,-1.22450477392824,-2.18726305724841,0.253687761792283,-0.0864116728611258,-0.0191146400775784,0.043954416777498,0.414895136421188,-1.18998605807444,-0.562492565370565,-6.86643190420288,0.1108404964501,-0.0526003349430475,0.205091148486999,-0.114539522415824,-0.812111026470236,0.384453303599109,0.266338869565921,-0.0571691539131298,-0.00284494508194987,-0.0100608905011842,-0.189977236612154,0.233573861461061,-0.265645853825829,0.0171562633805168,-0.859758048711473,3.30859607942608,2.4275922965084,1.34219219583428,-13213.0230732644
3.03856286417856,8.86160853614032,-1.18067788241589,-2.21324500024663,0.258099928668355,-0.0899832421416205,-0.0203000355734886,0.0437117982811076,0.438247449003279,-1.15828870098531,-0.831151239792848,-7.55525552086647,0.186645768275524,-0.0439467408111403,0.18774530802356,-0.120935405753417,-0.77047068241631,0.501870279245669,0.275466452725721,-0.0582776485937733,-0.00694852135690688,-0.0133125774967617,-0.0705935591948391,0.325407591796796,-0.231650382429129,0.0200457440582373,-1.0521439214471,3.45544101554585,2.40131989959905,1.41861238888614,-13211.1584074442
2.89872534422808,8.9404019027926,-1.15134042158024,-2.23493592696784,0.263064016623511,-0.0902049750400111,-0.021374419173932,0.0439475347333302,0.465042895964129,-1.15687484604881,-1.26898578385179,-8.6146394584374,0.325946873606279,-0.0646339498139069,0.185283943713079,-0.129723382508282,-0.701915417910245,0.69053737414836,0.293475074595132,-0.0626724317274078,-0.00873245016609043,-0.0172555246478741,-0.020997422830206,0.424057969201749,-0.229765020778208,0.0323260643097922,-1.32759509073606,3.62823835427319,2.40992687308066,1.5456621657244,-13209.4227989776
2.75229598009076,9.01213640578449,-1.12900050736722,-2.25612589528548,0.268147856623794,-0.091267831123933,-0.0223251524127348,0.0446925693664163,0.497205701076949,-1.18482881915027,-1.88060047618272,-10.0436428484186,0.488872311389928,-0.111072948454474,0.194317309954013,-0.139622823032104,-0.602165720948523,0.950631634651869,0.315011570832471,-0.0689261541065466,-0.00943999073175456,-0.0221182317974393,0.000637873905616142,0.535536869720884,-0.251236117884887,0.046240977301538,-1.66700646283391,3.82515370128095,2.45521877277264,1.72549617014474,-13207.8244818354
2.64429046665354,9.03865456184033,-1.11334376210591,-2.26502555349447,0.268706338597642,-0.0914933677320518,-0.0228505980224721,0.04540886849867,0.518435963081185,-1.21800431538116,-2.35037689277451,-11.0982109960999,0.550266085940517,-0.146533425654953,0.204749622690474,-0.143278670418907,-0.520169293037627,1.14403145735124,0.325307579258065,-0.070015680276153,-0.0103384438073959,-0.025837234974144,0.0338864721300184,0.615082941166582,-0.274010981888697,0.0504633697068805,-1.87148454987974,3.95221252286883,2.49619142885404,1.86556484920902,-13206.7980058028
2.53524444308034,9.0289811472763,-1.10275943348431,-2.26601894082671,0.270297814368364,-0.0938614438991717,-0.0228571329009126,0.0460274870229493,0.531857110242779,-1.25252301397057,-2.88525136437441,-12.2688682900356,0.544970430453532,-0.176308522433253,0.213709886022621,-0.143964112959021,-0.422304556950307,1.35721736795169,0.329933218678439,-0.0642624345722355,-0.0119871248568047,-0.0297874262590982,0.103276219663616,0.693086904716882,-0.293367837804376,0.0495262624872049,-2.03503573694452,4.08974113005866,2.55361448763296,2.03481582617315,-13205.6725312487
2.47386195617333,8.98175548067888,-1.09453515599531,-2.25769196636338,0.267403303540562,-0.0930820768765151,-0.0229889023087536,0.046734722311296,0.541809534334075,-1.2817714792071,-3.28209517072391,-13.187286941219,0.482175817041568,-0.192044173118222,0.2166390026524,-0.139496519603699,-0.348244066591526,1.51729858056138,0.326323174134572,-0.0517166568832024,-0.0153216719120106,-0.0323494250591337,0.22974509892312,0.736633254338016,-0.296800670110489,0.0431350573140583,-2.12791995177809,4.21373806899814,2.58206265222409,2.19333839045829,-13204.7982105657
2.47750985670289,8.9052659367002,-1.10098734455386,-2.24259660470497,0.268329570462286,-0.0943088717305375,-0.0225241656641637,0.0463670436899334,0.533372421688584,-1.27195828954189,-3.4720357437554,-13.7510624043416,0.412492024300759,-0.190293823176724,0.211945027547838,-0.136264475309098,-0.31579799486528,1.60525573676051,0.31957628633867,-0.0348958770083608,-0.0174180458693904,-0.0323904345791225,0.325438313878839,0.717060954055947,-0.282568608876715,0.0357624631229879,-2.16000355223483,4.32015361770499,2.60205065137691,2.32844868853766,-13204.204100249
2.5278455718276,8.84987557547708,-1.10731589285174,-2.23085844309511,0.265122430128135,-0.0922681779884984,-0.0228380268073926,0.0465650420030036,0.534102083902018,-1.26938182084272,-3.42532858150348,-13.9602742492412,0.37501814204481,-0.195492165604165,0.208137880905415,-0.132819370233946,-0.333086927653278,1.62176013102215,0.311530172907305,-0.0211895695326487,-0.0185363138966929,-0.0306007757084847,0.386290187275764,0.656936410469488,-0.267390213864851,0.0286161759200317,-2.18874223168416,4.40382475330589,2.5889849743346,2.4389174593887,-13203.8171836082
2.58617835705898,8.79272345952895,-1.12047170588298,-2.2190678797458,0.267589463413032,-0.0936486562857614,-0.0227588095487197,0.0458396864784555,0.524451523399152,-1.23925471211366,-3.18164217844503,-13.9208755977047,0.378455719908028,-0.203367123058196,0.203202636829377,-0.133239018951246,-0.394645058438476,1.58774705150171,0.304378420812702,-0.0104954249679581,-0.0162775047435763,-0.0272843568389137,0.348425568169595,0.558195586501001,-0.253094275658654,0.025848248731384,-2.21078472270965,4.47821558494445,2.58821972879341,2.54132765847839,-13203.4949541146
2.61955023641099,8.78034575359492,-1.12651942173291,-2.21716053646991,0.268684847640681,-0.0941677084180049,-0.0233266875312329,0.0459550033584865,0.529362615039074,-1.23353276821109,-2.78684651241002,-13.7517672754618,0.428580459226767,-0.235521835069862,0.203137789215815,-0.13395634315884,-0.491391020391143,1.52681109015025,0.295675218917708,-0.00826818305025403,-0.0132154413619014,-0.0242329464220494,0.282600118821648,0.470884789166174,-0.251872549821645,0.0275741225879241,-2.27098240658039,4.54966930867799,2.58696616666114,2.64992827680095,-13203.2249093038
2.58817568850011,8.79270836281528,-1.12492326393316,-2.22166159656292,0.27222269423677,-0.0960653714240636,-0.0237148135651955,0.0458944498069891,0.535925809739308,-1.23041293129993,-2.36538499047522,-13.5571209180858,0.497881314960223,-0.274783891788476,0.205564069749603,-0.136728710770049,-0.593929923499478,1.46620896223248,0.287638688917983,-0.0130407070446383,-0.00927158454422599,-0.0226549879816873,0.185017988745388,0.424211727436032,-0.259982950821873,0.0335102987605808,-2.33614684402087,4.60902560732365,2.60924715861148,2.74515679752773,-13203.0409186431
2.52546889230759,8.83569331034915,-1.11570018029378,-2.23263692278171,0.273164526335869,-0.0966409908254825,-0.024158923649818,0.0464120850653114,0.548665391042012,-1.24792570576382,-2.10278392328527,-13.4587359978819,0.536646582935637,-0.305273710686158,0.209954829599302,-0.138675829977948,-0.657002199153093,1.43609396741768,0.281829125334602,-0.0200647939037456,-0.00730712440337838,-0.0231783550297799,0.13437142944021,0.436526306942676,-0.270079131566236,0.037113927753655,-2.38338224062504,4.64041970814372,2.63058556363991,2.79855660951829,-13202.9630349254
2.46243403804515,8.86855058551778,-1.105894114584,-2.24120999380334,0.27359911110295,-0.0969175092366882,-0.0243137153604166,0.0466484627143752,0.55575068827904,-1.25800325935078,-1.95780306303365,-13.4260627243046,0.543605501143592,-0.316474719729502,0.212487140930991,-0.140062525607427,-0.690812717223283,1.42522264031213,0.278498085115508,-0.0240546358296223,-0.00634007406839549,-0.0242806150096368,0.108105752586672,0.464070965277188,-0.274457051036683,0.0382180371525609,-2.4036012531608,4.65638561048904,2.64848779648436,2.82296629650473,-13202.9299648292
2.4134456031966,8.89825467360819,-1.09779815516005,-2.24896380406813,0.273503641812048,-0.097016289813599,-0.0244141573417174,0.0469240244680831,0.56094653427742,-1.26748163419402,-1.83899137218776,-13.4141957620999,0.536892758823136,-0.317807870632009,0.213826103161713,-0.140775759570694,-0.717709845489487,1.4194662919397,0.27602895494212,-0.0255271110120278,-0.00582697718691111,-0.0252756895095757,0.094066419152621,0.488140939407031,-0.275220699392885,0.0378751139179821,-2.41754329549924,4.66909309599469,2.66114433679794,2.83954824940326,-13202.9097744708
2.37977643892548,8.91710146840605,-1.09211760321536,-2.25428402771239,0.273440717325341,-0.097134951926778,-0.0244560206794338,0.0470499446868081,0.563385925450327,-1.27129799490905,-1.71305343636779,-13.3965877780959,0.524680278725658,-0.311338728604402,0.213973417498289,-0.141079953601217,-0.74557559170952,1.41255076065016,0.274222278719507,-0.0246453995844212,-0.00538381845281082,-0.0258731196346664,0.0816795883008798,0.50042363924721,-0.27353143803353,0.0371008422301571,-2.42871573107956,4.67982263763134,2.67022476125816,2.85250033128657,-13202.8943787501
2.36772325983548,8.92697668734351,-1.09043525919741,-2.25744630096587,0.27362424114052,-0.0975140285192716,-0.0244873268455717,0.0471422019726365,0.564415539266317,-1.27296256487995,-1.58125341853576,-13.3644742555034,0.512855589844414,-0.301370459320437,0.21359337087737,-0.141141438887566,-0.774324467460562,1.40335294382455,0.273147798355653,-0.0221700456843698,-0.00498969790352463,-0.0259532857982021,0.0702373112429021,0.498416442970527,-0.271531322299927,0.0364563292396076,-2.43916498420859,4.68586060529533,2.67622781281304,2.86147522730159,-13202.8816685253
